uid,sn,test_id,split,P,T,R,ignition_time,true_thrust,is_anomalous,is_valid,maneuver_type,maneuver_type_id,thrust_profile,estimated_delta_v,delta_v_min,delta_v_max,duration_min,duration_max,P_original,T_original,R_original,distance_km,distance_type,pass_type,attenuation_factor,atmospheric_factor,zenith_angle_deg,P_before_noise,R_before_noise,snr_condition,target_snr_db,actual_snr_db,scintillation_factor,cn2,T_original_samples,T_original_seconds,T_adapted_seconds,stretch_factor,new_sampling_rate,time_scale_min,time_scale_max,P_normalized,energy_density,shape_factor
5,1,5,train,0.0348074509266295,38.26819954820183,12.676786612921653,1.27,0.5965794256208617,False,1,STATION_KEEPING,4,pulsed,0.3578760658414425,0.01,1.0,1.0,60.0,1.0825653815034717,299.94,12.640683280620443,2182.495503974976,very_far,random,0.0357055854023976,0.6803037495217172,76.7561713585813,0.0386536306829513,12.782003306371308,good,10.0,20.04318494526181,0.9064710134631384,5e-15,299.94,2.9994,38.26819954820183,12.758618239715219,7.837839342877937,1.0,60.0,1.0,0.0009095659408482691,0.7
6,1,6,train,1.4631135166460094,45.72717666503706,3.365279254698492,1.27,0.4797109225868088,False,1,STATION_KEEPING,4,pulsed,0.2877785824598265,0.01,1.0,1.0,60.0,0.9872791174993863,299.95,3.336794682689661,401.4724539502011,near,random,1.4158737923978546,0.9128428949429008,0.0,1.3978626282490632,3.38503128630022,excellent,15.0,26.61756120199152,1.0410852062154747,1e-15,299.95,2.9995,45.72717666503706,15.244933043852996,6.559556523622885,1.0,60.0,1.0,0.031996585473966166,0.7
6,1,6,train,0.2638973608459,21.917032119662235,3.045103355272881,1.27,0.4797109225868088,False,1,STATION_KEEPING,4,pulsed,0.2877785824598265,0.01,1.0,1.0,60.0,0.9872791174993863,299.95,3.336794682689661,865.9403426368128,medium,overhead,0.2850153002565,0.8548779435399769,54.7316305143359,0.28138965411106,3.093683193112427,good,10.0,24.129226096265302,0.9328232962695948,5e-15,299.95,2.9995,21.917032119662235,7.306895189085593,13.685703354465975,1.0,60.0,1.0,0.012040743445785804,0.7
6,1,6,train,0.1305686450601787,58.27118343929929,3.2340876899844204,1.27,0.4797109225868088,False,1,STATION_KEEPING,4,pulsed,0.2877785824598265,0.01,1.0,1.0,60.0,0.9872791174993863,299.95,3.336794682689661,1229.4578877691702,far,overhead,0.1325917575480508,0.8016851404484704,66.00334507097178,0.1309050733797322,3.230204472344332,moderate,5.0,51.797443271774135,1.023773560233228,1e-14,299.95,2.9995,58.27118343929929,19.42696564070655,5.147484267458819,1.0,60.0,1.0,0.002240706938725403,0.7
6,1,6,train,0.0732513482916911,53.694146158009666,3.564750803225776,1.27,0.4797109225868088,False,1,STATION_KEEPING,4,pulsed,0.2877785824598265,0.01,1.0,1.0,60.0,0.9872791174993863,299.95,3.336794682689661,1639.7969981276574,very_far,random,0.0693971686822921,0.7464176796430027,72.24690218981368,0.0685143754536094,3.586210293602663,poor,3.0,23.20559682085456,1.0520279825336227,5e-14,299.95,2.9995,53.694146158009666,17.90103222470734,5.5862700398906675,1.0,60.0,1.0,0.0013642334133804647,0.7
7,1,7,train,1.5394122023950256,46.92462632735195,3.483847888519181,106.7,1.1122716437982272,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.6147463166231686,461.44,3.784171983460457,494.2192412286265,near,horizon,0.9343223743400833,0.9128428949429008,0.0,1.5086936125042625,3.4657585513824056,excellent,15.0,33.82399505400788,1.005669193354349,1e-15,461.44,4.6144,46.92462632735195,10.169171794242361,9.833642505343313,1.0,60.0,1.0,0.03280606203778581,0.7
7,1,7,train,0.4316089929188264,12.483683763266086,3.792873413191993,106.7,1.1122716437982272,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.6147463166231686,461.44,3.784171983460457,905.9995429664104,medium,random,0.2585199422381113,0.8488090448602154,56.50414494717027,0.4174441245026246,3.81496626292009,excellent,15.0,29.387714000457148,1.0462737004296343,1e-15,461.44,4.6144,12.483683763266086,2.7053752954373453,36.9634483499023,1.0,60.0,1.0,0.03457384864144502,0.7
7,1,7,train,0.1710016777547835,28.536539219895015,3.8378373701724335,106.7,1.1122716437982272,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.6147463166231686,461.44,3.784171983460457,1279.6035803727068,far,horizon,0.1213319764389313,0.7946687896795056,66.99907339363634,0.1959203620433735,3.934280102490425,moderate,5.0,17.91108863850861,0.8623313852443691,1e-14,461.44,4.6144,28.536539219895015,6.184236134685986,16.170145806548774,1.0,60.0,1.0,0.005992376175579311,0.7
7,1,7,train,0.1483227264501812,3.584422181446498,3.965982280807506,106.7,1.1122716437982272,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.6147463166231686,461.44,3.784171983460457,1530.8178345679394,very_far,horizon,0.081145719686013,0.7606285705514054,70.93607943477157,0.1310297519727256,3.696691048445258,poor,3.0,17.590002916463185,1.0701038274786137,5e-14,461.44,4.6144,3.584422181446498,0.7767905212912833,128.73483553039094,1.0,60.0,1.0,0.041379814916312506,0.7
8,1,8,train,1.040307166428527,10.103080031985321,3.4440825953201517,91.32,0.9743158272347904,False,1,STATION_KEEPING,4,pulsed,0.929107572851096,0.01,1.0,1.0,60.0,1.5675065345923818,476.8,3.755043456309977,481.7057287449272,near,random,0.9834956101624006,0.9128428949429008,0.0,1.5416357956724849,3.515530577272268,poor,3.0,9.757185584390257,0.7787325497281405,5e-14,476.8,4.768,10.103080031985321,2.11893457046672,47.19352895260651,1.0,60.0,1.0,0.10296930867963242,0.7
8,1,8,train,0.6798558410189094,41.29988824130482,3.591791175688413,91.32,0.9743158272347904,False,1,STATION_KEEPING,4,pulsed,0.929107572851096,0.01,1.0,1.0,60.0,1.5675065345923818,476.8,3.755043456309977,693.5757943461363,medium,overhead,0.4581685076869282,0.8816030454721788,43.871019609955255,0.7181821297436999,3.582414291812997,moderate,5.0,25.45475625586741,0.9387903200940192,1e-14,476.8,4.768,41.29988824130482,8.6618893123542,11.544825429409832,1.0,60.0,1.0,0.01646144505395955,0.7
8,1,8,train,0.2193886755640561,44.94096719856121,3.882784234632088,91.32,0.9743158272347904,False,1,STATION_KEEPING,4,pulsed,0.929107572851096,0.01,1.0,1.0,60.0,1.5675065345923818,476.8,3.755043456309977,1146.7968788833418,far,random,0.1546252099594322,0.8134171003629299,64.15124841662984,0.2423760270241291,3.88468358183348,good,10.0,20.460013706282982,0.9267682208415572,5e-15,476.8,4.768,44.94096719856121,9.425538422517032,10.60947348759474,1.0,60.0,1.0,0.004881707921299029,0.7
8,1,8,train,0.0690745472873348,58.08307421361839,3.672689963399091,91.32,0.9743158272347904,False,1,STATION_KEEPING,4,pulsed,0.929107572851096,0.01,1.0,1.0,60.0,1.5675065345923818,476.8,3.755043456309977,2057.032152341278,very_far,overhead,0.0410580162186957,0.6949284841915095,75.93227518540091,0.0643587087202055,3.784809627787128,poor,3.0,22.700948312400456,1.0291302685749628,5e-14,476.8,4.768,58.08307421361839,12.18185281325889,8.208931886876737,1.0,60.0,1.0,0.0011892371094768827,0.7
9,1,9,train,1.2034577925496055,20.223696130150966,3.991345735132613,91.28,0.8405152808476254,False,1,STATION_KEEPING,4,pulsed,0.8016666645668482,0.01,1.0,1.0,60.0,1.2470491143601126,476.89,3.8818805571705046,481.2773722880141,near,random,0.9852470915341962,0.9128428949429008,0.0,1.2286515129235962,3.970537902854057,excellent,15.0,33.762727615118415,0.9770663381754676,1e-15,476.89,4.7688999999999995,20.223696130150966,4.240746530678138,23.580753831097045,1.0,60.0,1.0,0.05950731185855797,0.7
9,1,9,train,0.6634982285480382,22.857122656057264,3.8100015841091737,91.28,0.8405152808476254,False,1,STATION_KEEPING,4,pulsed,0.8016666645668482,0.01,1.0,1.0,60.0,1.2470491143601126,476.89,3.8818805571705046,666.7891679630815,medium,horizon,0.4981060465574145,0.885847323173725,41.42155637588716,0.6211627042168408,3.811413973761159,good,10.0,23.3300083385006,1.065872159457376,5e-15,476.89,4.7688999999999995,22.857122656057264,4.792954907013623,20.863955939511985,1.0,60.0,1.0,0.029028073153915,0.7
9,1,9,train,0.1428023534300503,28.703792865272668,3.722319522318818,91.28,0.8405152808476254,False,1,STATION_KEEPING,4,pulsed,0.8016666645668482,0.01,1.0,1.0,60.0,1.2470491143601126,476.89,3.8818805571705046,1361.1796752982252,far,overhead,0.105706247019046,0.7834144120106832,68.44905098734075,0.1318208817274327,3.9763990074224367,very_poor,1.0,21.586469707230496,1.141060415756891,1e-13,476.89,4.7688999999999995,28.703792865272668,6.018954657315664,16.614180649866874,1.0,60.0,1.0,0.004975034278582046,0.7
9,1,9,train,0.1272001005628961,12.178810185972855,3.9398173946044936,91.28,0.8405152808476254,False,1,STATION_KEEPING,4,pulsed,0.8016666645668482,0.01,1.0,1.0,60.0,1.2470491143601126,476.89,3.8818805571705046,1661.2717790336017,very_far,overhead,0.0673644259550152,0.7436558174584477,72.48387277655303,0.0840067477265791,3.884305590998904,very_poor,1.0,5.7779448589155535,1.4993525003513937,1e-13,476.89,4.7688999999999995,12.178810185972855,2.553798608897829,39.15735549842675,1.0,60.0,1.0,0.010444378278380666,0.7
10,1,10,train,0.8192302781781791,8.665368814792828,3.752181274253884,91.31,0.7007292998009913,False,1,STATION_KEEPING,4,pulsed,0.6682715186342093,0.01,1.0,1.0,60.0,1.0348544106660362,476.84,3.62166328133205,539.2640750155472,near,random,0.779213070459607,0.9063985424019272,21.99913313890687,0.8063720828137492,3.7421533221876433,excellent,15.0,35.9471066477547,1.0069374838309475,1e-15,476.84,4.7684,8.665368814792828,1.8172487238471664,55.02824059675068,1.0,60.0,1.0,0.09454072823532385,0.7
10,1,10,train,0.3907555990143951,29.06659064733009,3.64255371394397,91.31,0.7007292998009913,False,1,STATION_KEEPING,4,pulsed,0.6682715186342093,0.01,1.0,1.0,60.0,1.0348544106660362,476.84,3.62166328133205,752.4084904385929,medium,overhead,0.3852408349188496,0.8723679106326601,48.35351925816187,0.3986681771844378,3.5450110836430424,moderate,5.0,34.045864201465726,1.0183234437221906,1e-14,476.84,4.7684,29.06659064733009,6.095669542683099,16.405088776512567,1.0,60.0,1.0,0.013443461730875132,0.7
10,1,10,train,0.1432984553640212,14.387651594002163,3.2666343781452016,91.31,0.7007292998009913,False,1,STATION_KEEPING,4,pulsed,0.6682715186342093,0.01,1.0,1.0,60.0,1.0348544106660362,476.84,3.62166328133205,1180.906305276695,far,random,0.1449493934971662,0.8085507359590155,64.95034071782052,0.1500015191839093,3.3596155760654334,poor,3.0,26.996436397995875,0.9598582835832822,5e-14,476.84,4.7684,14.387651594002163,3.017291249476169,33.142309353583606,1.0,60.0,1.0,0.009959822451063423,0.7
10,1,10,train,0.0782167950839878,40.51902568626811,3.4317050059021468,91.31,0.7007292998009913,False,1,STATION_KEEPING,4,pulsed,0.6682715186342093,0.01,1.0,1.0,60.0,1.0348544106660362,476.84,3.62166328133205,1618.0059021205152,very_far,horizon,0.0715478757623681,0.7492330704857524,71.99967683926224,0.0740416348064722,3.441078670434592,moderate,5.0,24.976032030943912,1.0643326794689043,1e-14,476.84,4.7684,40.51902568626811,8.497404933786619,11.768298766413846,1.0,60.0,1.0,0.0019303720600195838,0.7
11,1,11,train,0.6959995717629748,26.791963213467515,3.566929780502852,91.31,0.5754307663811423,False,1,STATION_KEEPING,4,pulsed,0.5487653046670401,0.01,1.0,1.0,60.0,0.8517807093559009,476.83,3.68286421968612,539.94142676215,near,horizon,0.7771643497468367,0.9062878573504038,22.176364628220995,0.661973601113478,3.61322815271128,excellent,15.0,25.780602574428023,1.0445084844712458,1e-15,476.83,4.7683,26.791963213467515,5.618766271725251,17.797501295474753,1.0,60.0,1.0,0.025977923536902914,0.7
11,1,11,train,0.1611701712550126,50.12801356741241,3.5971171019806607,91.31,0.5754307663811423,False,1,STATION_KEEPING,4,pulsed,0.5487653046670401,0.01,1.0,1.0,60.0,0.8517807093559009,476.83,3.68286421968612,987.6705509390896,medium,random,0.2144039145739631,0.8365981718639687,59.586187345456935,0.1826251184444922,3.617260628096849,moderate,5.0,18.600660271331535,0.9156769729707128,1e-14,476.83,4.7683,50.12801356741241,10.512764206826837,9.512246068932226,1.0,60.0,1.0,0.003215171713083546,0.7
11,1,11,train,0.0797534866009222,42.315641018132695,3.615174796517477,91.31,0.5754307663811423,False,1,STATION_KEEPING,4,pulsed,0.5487653046670401,0.01,1.0,1.0,60.0,0.8517807093559009,476.83,3.68286421968612,1224.6807510718943,far,overhead,0.1337402529630091,0.8023574978960739,65.90381587988732,0.1139173675382695,3.6450342881236,poor,3.0,10.460454444800856,0.7034095718273643,5e-14,476.83,4.7683,42.315641018132695,8.874366339813497,11.268410179481231,1.0,60.0,1.0,0.0018847283104312894,0.7
11,1,11,train,0.0745051528230725,19.429631841540424,3.5574432304257644,91.31,0.5754307663811423,False,1,STATION_KEEPING,4,pulsed,0.5487653046670401,0.01,1.0,1.0,60.0,0.8517807093559009,476.83,3.68286421968612,1596.3909621534992,very_far,random,0.0737737049401971,0.7520385554501098,71.74742524004445,0.062839018725774,3.620433580459904,poor,3.0,14.626045418192092,1.1203262696882783,5e-14,476.83,4.7683,19.429631841540424,4.074750297074518,24.54138111770809,1.0,60.0,1.0,0.003834614748787004,0.7
12,1,12,train,0.8452805020973564,50.10332828231686,3.9772897146385655,91.36,0.4701084224276438,False,1,STATION_KEEPING,4,pulsed,0.4482201742794127,0.01,1.0,1.0,60.0,0.7202769980677439,476.72,3.890534575329261,440.47267295904606,near,overhead,1.176245861986075,0.9128428949429008,0.0,0.8472228384609359,3.9750415856070447,excellent,15.0,52.7933491566744,1.007668421856995,1e-15,476.72,4.7672,50.10332828231686,10.510011806158094,9.514737171028424,1.0,60.0,1.0,0.016870745538788572,0.7
12,1,12,train,0.2660600462720799,48.48109709231131,3.765094167171431,91.36,0.4701084224276438,False,1,STATION_KEEPING,4,pulsed,0.4482201742794127,0.01,1.0,1.0,60.0,0.7202769980677439,476.72,3.890534575329261,831.6878275767583,medium,horizon,0.3108657755746165,0.8601092006862289,53.04503459666523,0.2239094676328857,3.774956528050824,good,10.0,14.505378083932891,1.1780122963401312,5e-15,476.72,4.7672,48.48109709231131,10.169721658900677,9.833110812081927,1.0,60.0,1.0,0.005487913067756769,0.7
12,1,12,train,0.0709125522412334,23.861224362780295,3.741510259221824,91.36,0.4701084224276438,False,1,STATION_KEEPING,4,pulsed,0.4482201742794127,0.01,1.0,1.0,60.0,0.7202769980677439,476.72,3.890534575329261,1379.259764917605,far,horizon,0.1026287774941516,0.7809464979663021,68.74537356359878,0.0739211477688499,3.787534090729386,moderate,5.0,27.80804993966615,0.9409292986036514,1e-14,476.72,4.7672,23.861224362780295,5.005291232333507,19.978857444700417,1.0,60.0,1.0,0.002971873997876055,0.7
12,1,12,train,0.0171587608439473,18.011358131884403,3.843234077894529,91.36,0.4701084224276438,False,1,STATION_KEEPING,4,pulsed,0.4482201742794127,0.01,1.0,1.0,60.0,0.7202769980677439,476.72,3.890534575329261,1932.093039775104,very_far,random,0.0475408623000955,0.7098770208964665,75.00191804738805,0.0342425895830648,3.894785401714465,poor,3.0,6.039626342291212,0.51985157621648,5e-14,476.72,4.7672,18.011358131884403,3.778183867235359,26.467743104618624,1.0,60.0,1.0,0.0009526633537740942,0.7
13,1,13,train,1.4077228715043786,1238.0170420357067,19.031101125912546,3.7,1.997721703466748,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.7119887674614755,151.81,20.243153532924342,529.969320310964,near,overhead,0.808138280631128,0.9079190510116876,19.36060164954005,1.3835236589961208,19.207212688738966,excellent,15.0,35.14370639491784,1.0355395968212608,1e-15,151.81,1.5181,1238.0170420357067,815.5042764216499,0.12262351393028846,30.0,1800.0,1.0,0.0011370787507008948,0.5
13,1,13,train,0.5811739632480525,277.36189598847835,21.00632119187965,3.7,1.997721703466748,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.7119887674614755,151.81,20.243153532924342,766.3229608682439,medium,horizon,0.3704553860100918,0.8702010062650395,49.27218136206569,0.6342154596948822,20.465824865443075,good,10.0,21.552420965805656,0.9089654762528444,5e-15,151.81,1.5181,277.36189598847835,182.70331070975453,0.547335456656621,30.0,1800.0,1.0,0.002095363392209413,0.5
13,1,13,train,0.2576015583594768,383.83751838094173,20.47727855386582,3.7,1.997721703466748,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.7119887674614755,151.81,20.243153532924342,1164.9306061663926,far,overhead,0.1493713526277685,0.8108255331567236,64.58255747152079,0.2557220778792669,20.604363315015384,excellent,15.0,42.67448515830637,0.988354945505689,1e-15,151.81,1.5181,383.83751838094173,252.84073406293507,0.39550589176469014,30.0,1800.0,1.0,0.0006711213626173423,0.5
13,1,13,train,0.1319923156142666,43.03121745927976,19.01677441876405,3.7,1.997721703466748,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.7119887674614755,151.81,20.243153532924342,1603.4029677225517,very_far,horizon,0.0730412228252476,0.7511270336785228,71.83004239607436,0.1250457530384748,19.039937881778062,good,10.0,25.10597087989124,1.0549660671304373,5e-15,151.81,1.5181,43.03121745927976,28.345443290481363,3.527903902408922,30.0,1800.0,1.0,0.0030673618690702934,0.5
