uid,sn,test_id,split,P,T,R,ignition_time,true_thrust,is_anomalous,is_valid,maneuver_type,maneuver_type_id,thrust_profile,estimated_delta_v,delta_v_min,delta_v_max,duration_min,duration_max,P_original,T_original,R_original,distance_km,distance_type,pass_type,attenuation_factor,atmospheric_factor,zenith_angle_deg,P_before_noise,R_before_noise,snr_condition,target_snr_db,actual_snr_db,scintillation_factor,cn2
5,1,5,train,0.15028738108599488,299.94,12.419530590369941,1.27,0.5965794256208617,False,1,STATION_KEEPING,4,pulsed,0.3578760658414425,0.01,1.0,1.0,60.0,1.0825653815034717,299.94,12.640683280620443,1193.7391895150872,far,horizon,0.1415301039773628,0.8067290952294119,65.23787183641771,0.1532155910064798,12.778901945037182,moderate,5.0,34.37396441233564,0.9901514515490576,1e-14
5,1,5,train,0.034807450926629506,299.94,12.676786612921651,1.27,0.5965794256208617,False,1,STATION_KEEPING,4,pulsed,0.3578760658414425,0.01,1.0,1.0,60.0,1.0825653815034717,299.94,12.640683280620443,2182.495503974976,very_far,random,0.0357055854023976,0.6803037495217172,76.7561713585813,0.0386536306829513,12.782003306371308,good,10.0,20.043184945261814,0.9064710134631384,5e-15
6,1,6,train,1.4631135166460094,299.95,3.365279254698492,1.27,0.4797109225868088,False,1,STATION_KEEPING,4,pulsed,0.2877785824598265,0.01,1.0,1.0,60.0,0.9872791174993863,299.95,3.336794682689661,401.4724539502011,near,random,1.4158737923978546,0.9128428949429008,0.0,1.3978626282490632,3.38503128630022,excellent,15.0,26.61756120199152,1.0410852062154747,1e-15
6,1,6,train,0.2638973608459,299.95,3.0451033552728815,1.27,0.4797109225868088,False,1,STATION_KEEPING,4,pulsed,0.2877785824598265,0.01,1.0,1.0,60.0,0.9872791174993863,299.95,3.336794682689661,865.9403426368128,medium,overhead,0.2850153002565,0.8548779435399769,54.7316305143359,0.28138965411106,3.093683193112427,good,10.0,24.129226096265306,0.9328232962695949,5e-15
6,1,6,train,0.13056864506017873,299.95,3.2340876899844204,1.27,0.4797109225868088,False,1,STATION_KEEPING,4,pulsed,0.2877785824598265,0.01,1.0,1.0,60.0,0.9872791174993863,299.95,3.336794682689661,1229.4578877691702,far,overhead,0.1325917575480508,0.8016851404484704,66.00334507097178,0.1309050733797322,3.2302044723443317,moderate,5.0,51.797443271774135,1.0237735602332279,1e-14
6,1,6,train,0.07325134829169115,299.95,3.5647508032257758,1.27,0.4797109225868088,False,1,STATION_KEEPING,4,pulsed,0.2877785824598265,0.01,1.0,1.0,60.0,0.9872791174993863,299.95,3.336794682689661,1639.7969981276574,very_far,random,0.0693971686822921,0.7464176796430027,72.24690218981368,0.0685143754536094,3.586210293602663,poor,3.0,23.205596820854556,1.0520279825336227,5e-14
7,1,7,train,1.5394122023950256,461.44,3.483847888519181,106.7,1.1122716437982272,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.6147463166231686,461.44,3.784171983460457,494.2192412286265,near,horizon,0.9343223743400833,0.9128428949429008,0.0,1.5086936125042625,3.4657585513824056,excellent,15.0,33.82399505400788,1.0056691933543487,1e-15
7,1,7,train,0.4316089929188264,461.44,3.792873413191993,106.7,1.1122716437982272,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.6147463166231686,461.44,3.784171983460457,905.9995429664104,medium,random,0.2585199422381113,0.8488090448602154,56.50414494717027,0.4174441245026246,3.81496626292009,excellent,15.0,29.387714000457148,1.0462737004296343,1e-15
7,1,7,train,0.17100167775478353,461.44,3.8378373701724335,106.7,1.1122716437982272,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.6147463166231686,461.44,3.784171983460457,1279.6035803727068,far,horizon,0.1213319764389313,0.7946687896795056,66.99907339363634,0.1959203620433735,3.934280102490425,moderate,5.0,17.91108863850861,0.8623313852443691,1e-14
7,1,7,train,0.14832272645018124,461.44,3.965982280807506,106.7,1.1122716437982272,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.6147463166231686,461.44,3.784171983460457,1530.8178345679394,very_far,horizon,0.081145719686013,0.7606285705514054,70.93607943477157,0.1310297519727256,3.696691048445258,poor,3.0,17.590002916463185,1.0701038274786137,5e-14
8,1,8,train,1.040307166428527,476.8,3.4440825953201513,91.32,0.9743158272347904,False,1,STATION_KEEPING,4,pulsed,0.929107572851096,0.01,1.0,1.0,60.0,1.5675065345923818,476.8,3.755043456309977,481.7057287449272,near,random,0.9834956101624006,0.9128428949429008,0.0,1.5416357956724849,3.515530577272268,poor,3.0,9.757185584390257,0.7787325497281405,5e-14
8,1,8,train,0.6798558410189094,476.8,3.591791175688413,91.32,0.9743158272347904,False,1,STATION_KEEPING,4,pulsed,0.929107572851096,0.01,1.0,1.0,60.0,1.5675065345923818,476.8,3.755043456309977,693.5757943461363,medium,overhead,0.4581685076869282,0.8816030454721788,43.871019609955255,0.7181821297436999,3.582414291812997,moderate,5.0,25.454756255867412,0.9387903200940192,1e-14
8,1,8,train,0.21938867556405614,476.8,3.8827842346320884,91.32,0.9743158272347904,False,1,STATION_KEEPING,4,pulsed,0.929107572851096,0.01,1.0,1.0,60.0,1.5675065345923818,476.8,3.755043456309977,1146.7968788833418,far,random,0.1546252099594322,0.8134171003629299,64.15124841662984,0.2423760270241291,3.88468358183348,good,10.0,20.460013706282986,0.9267682208415572,5e-15
8,1,8,train,0.0690745472873348,476.8,3.672689963399091,91.32,0.9743158272347904,False,1,STATION_KEEPING,4,pulsed,0.929107572851096,0.01,1.0,1.0,60.0,1.5675065345923818,476.8,3.755043456309977,2057.032152341278,very_far,overhead,0.0410580162186957,0.6949284841915095,75.93227518540091,0.0643587087202055,3.784809627787128,poor,3.0,22.700948312400456,1.0291302685749628,5e-14
9,1,9,train,1.2034577925496057,476.89,3.9913457351326134,91.28,0.8405152808476254,False,1,STATION_KEEPING,4,pulsed,0.8016666645668482,0.01,1.0,1.0,60.0,1.2470491143601126,476.89,3.8818805571705046,481.2773722880141,near,random,0.9852470915341962,0.9128428949429008,0.0,1.2286515129235962,3.970537902854057,excellent,15.0,33.762727615118415,0.9770663381754676,1e-15
9,1,9,train,0.6634982285480382,476.89,3.8100015841091737,91.28,0.8405152808476254,False,1,STATION_KEEPING,4,pulsed,0.8016666645668482,0.01,1.0,1.0,60.0,1.2470491143601126,476.89,3.8818805571705046,666.7891679630815,medium,horizon,0.4981060465574145,0.885847323173725,41.42155637588716,0.6211627042168408,3.811413973761159,good,10.0,23.330008338500598,1.0658721594573761,5e-15
9,1,9,train,0.14280235343005035,476.89,3.722319522318818,91.28,0.8405152808476254,False,1,STATION_KEEPING,4,pulsed,0.8016666645668482,0.01,1.0,1.0,60.0,1.2470491143601126,476.89,3.8818805571705046,1361.1796752982252,far,overhead,0.105706247019046,0.7834144120106832,68.44905098734075,0.1318208817274327,3.9763990074224367,very_poor,1.0,21.586469707230496,1.141060415756891,1e-13
9,1,9,train,0.12720010056289618,476.89,3.9398173946044936,91.28,0.8405152808476254,False,1,STATION_KEEPING,4,pulsed,0.8016666645668482,0.01,1.0,1.0,60.0,1.2470491143601126,476.89,3.8818805571705046,1661.2717790336017,very_far,overhead,0.0673644259550152,0.7436558174584477,72.48387277655303,0.0840067477265791,3.884305590998904,very_poor,1.0,5.7779448589155535,1.4993525003513937,1e-13
10,1,10,train,0.8192302781781791,476.84,3.752181274253884,91.31,0.7007292998009913,False,1,STATION_KEEPING,4,pulsed,0.6682715186342093,0.01,1.0,1.0,60.0,1.0348544106660362,476.84,3.62166328133205,539.2640750155472,near,random,0.779213070459607,0.9063985424019272,21.99913313890687,0.8063720828137492,3.7421533221876433,excellent,15.0,35.9471066477547,1.0069374838309477,1e-15
10,1,10,train,0.39075559901439516,476.84,3.64255371394397,91.31,0.7007292998009913,False,1,STATION_KEEPING,4,pulsed,0.6682715186342093,0.01,1.0,1.0,60.0,1.0348544106660362,476.84,3.62166328133205,752.4084904385929,medium,overhead,0.3852408349188496,0.8723679106326601,48.35351925816187,0.3986681771844378,3.5450110836430424,moderate,5.0,34.045864201465726,1.0183234437221906,1e-14
10,1,10,train,0.14329845536402125,476.84,3.2666343781452016,91.31,0.7007292998009913,False,1,STATION_KEEPING,4,pulsed,0.6682715186342093,0.01,1.0,1.0,60.0,1.0348544106660362,476.84,3.62166328133205,1180.906305276695,far,random,0.1449493934971662,0.8085507359590155,64.95034071782052,0.1500015191839093,3.3596155760654334,poor,3.0,26.996436397995875,0.9598582835832822,5e-14
10,1,10,train,0.07821679508398786,476.84,3.4317050059021468,91.31,0.7007292998009913,False,1,STATION_KEEPING,4,pulsed,0.6682715186342093,0.01,1.0,1.0,60.0,1.0348544106660362,476.84,3.62166328133205,1618.0059021205152,very_far,horizon,0.0715478757623681,0.7492330704857524,71.99967683926224,0.0740416348064722,3.441078670434592,moderate,5.0,24.976032030943912,1.0643326794689045,1e-14
11,1,11,train,0.6959995717629748,476.83,3.5669297805028517,91.31,0.5754307663811423,False,1,STATION_KEEPING,4,pulsed,0.5487653046670401,0.01,1.0,1.0,60.0,0.8517807093559009,476.83,3.68286421968612,539.94142676215,near,horizon,0.7771643497468367,0.9062878573504038,22.176364628220995,0.661973601113478,3.61322815271128,excellent,15.0,25.780602574428023,1.0445084844712458,1e-15
11,1,11,train,0.1611701712550126,476.83,3.5971171019806607,91.31,0.5754307663811423,False,1,STATION_KEEPING,4,pulsed,0.5487653046670401,0.01,1.0,1.0,60.0,0.8517807093559009,476.83,3.68286421968612,987.6705509390896,medium,random,0.2144039145739631,0.8365981718639687,59.586187345456935,0.1826251184444922,3.617260628096849,moderate,5.0,18.600660271331538,0.9156769729707128,1e-14
11,1,11,train,0.07975348660092227,476.83,3.6151747965174774,91.31,0.5754307663811423,False,1,STATION_KEEPING,4,pulsed,0.5487653046670401,0.01,1.0,1.0,60.0,0.8517807093559009,476.83,3.68286421968612,1224.6807510718943,far,overhead,0.1337402529630091,0.8023574978960739,65.90381587988732,0.1139173675382695,3.6450342881236,poor,3.0,10.460454444800856,0.7034095718273643,5e-14
11,1,11,train,0.07450515282307252,476.83,3.5574432304257644,91.31,0.5754307663811423,False,1,STATION_KEEPING,4,pulsed,0.5487653046670401,0.01,1.0,1.0,60.0,0.8517807093559009,476.83,3.68286421968612,1596.3909621534992,very_far,random,0.0737737049401971,0.7520385554501098,71.74742524004445,0.062839018725774,3.620433580459904,poor,3.0,14.626045418192092,1.1203262696882785,5e-14
12,1,12,train,0.8452805020973564,476.72,3.9772897146385655,91.36,0.4701084224276438,False,1,STATION_KEEPING,4,pulsed,0.4482201742794127,0.01,1.0,1.0,60.0,0.7202769980677439,476.72,3.890534575329261,440.47267295904606,near,overhead,1.176245861986075,0.9128428949429008,0.0,0.8472228384609359,3.9750415856070447,excellent,15.0,52.793349156674395,1.007668421856995,1e-15
12,1,12,train,0.26606004627207996,476.72,3.765094167171431,91.36,0.4701084224276438,False,1,STATION_KEEPING,4,pulsed,0.4482201742794127,0.01,1.0,1.0,60.0,0.7202769980677439,476.72,3.890534575329261,831.6878275767583,medium,horizon,0.3108657755746165,0.8601092006862289,53.04503459666523,0.2239094676328857,3.774956528050824,good,10.0,14.505378083932891,1.1780122963401312,5e-15
12,1,12,train,0.07091255224123344,476.72,3.741510259221824,91.36,0.4701084224276438,False,1,STATION_KEEPING,4,pulsed,0.4482201742794127,0.01,1.0,1.0,60.0,0.7202769980677439,476.72,3.890534575329261,1379.259764917605,far,horizon,0.1026287774941516,0.7809464979663021,68.74537356359878,0.0739211477688499,3.787534090729386,moderate,5.0,27.80804993966615,0.9409292986036514,1e-14
12,1,12,train,0.01715876084394732,476.72,3.843234077894529,91.36,0.4701084224276438,False,1,STATION_KEEPING,4,pulsed,0.4482201742794127,0.01,1.0,1.0,60.0,0.7202769980677439,476.72,3.890534575329261,1932.093039775104,very_far,random,0.0475408623000955,0.7098770208964665,75.00191804738805,0.0342425895830648,3.894785401714465,poor,3.0,6.039626342291212,0.51985157621648,5e-14
13,1,13,train,1.4077228715043786,151.81,19.031101125912542,3.7,1.997721703466748,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.7119887674614755,151.81,20.243153532924342,529.969320310964,near,overhead,0.808138280631128,0.9079190510116876,19.36060164954005,1.3835236589961208,19.207212688738966,excellent,15.0,35.14370639491784,1.0355395968212608,1e-15
13,1,13,train,0.5811739632480525,151.81,21.006321191879646,3.7,1.997721703466748,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.7119887674614755,151.81,20.243153532924342,766.3229608682439,medium,horizon,0.3704553860100918,0.8702010062650395,49.27218136206569,0.6342154596948822,20.465824865443075,good,10.0,21.552420965805656,0.9089654762528444,5e-15
13,1,13,train,0.25760155835947685,151.81,20.47727855386582,3.7,1.997721703466748,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.7119887674614755,151.81,20.243153532924342,1164.9306061663926,far,overhead,0.1493713526277685,0.8108255331567236,64.58255747152079,0.2557220778792669,20.604363315015384,excellent,15.0,42.67448515830637,0.988354945505689,1e-15
13,1,13,train,0.13199231561426664,151.81,19.016774418764054,3.7,1.997721703466748,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.7119887674614755,151.81,20.243153532924342,1603.4029677225517,very_far,horizon,0.0730412228252476,0.7511270336785228,71.83004239607436,0.1250457530384748,19.039937881778062,good,10.0,25.10597087989124,1.0549660671304373,5e-15
14,1,14,train,1.0247031944868015,8.63,1.3581673320221834,2.8000000000000003,1.714229058631791,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.5707844773969937,8.63,1.3899892422486049,585.0240236753594,near,random,0.6566469896417388,0.8989578929832884,31.277171356135828,1.031450898458708,1.3628976706031268,excellent,15.0,43.68584120306022,0.9924682849019025,1e-15
14,1,14,train,0.6971470419066021,8.63,1.4354024210650822,2.8000000000000003,1.714229058631791,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.5707844773969937,8.63,1.3899892422486049,738.7479218139348,medium,overhead,0.4005973892070851,0.87450168421063,47.40428983569348,0.6292521606522513,1.4341318914124066,moderate,5.0,19.33975355302127,1.101271581781983,1e-14
14,1,14,train,0.11754960846834495,8.63,1.3884505675638696,2.8000000000000003,1.714229058631791,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.5707844773969937,8.63,1.3899892422486049,1479.2796066207227,far,overhead,0.0876794303680058,0.7674644211384611,70.24478622789124,0.1377254882090741,1.3194070423720443,poor,3.0,16.683635731714574,0.838654718728712,5e-14
14,1,14,train,0.052273218879655504,8.63,1.491365067608595,2.8000000000000003,1.714229058631791,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.5707844773969937,8.63,1.3899892422486049,2282.7352272502862,very_far,overhead,0.03209101801142,0.6688897908536218,77.3476117389288,0.0504080729562059,1.4482385878994015,poor,3.0,28.635620756165356,1.086277912040028,5e-14
15,1,15,train,1.926646072698495,205.99,6.33555277670642,1.25,1.1631977175726942,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0624849152990787,205.99,6.189363431755839,498.1413988709042,near,overhead,0.9196673665775302,0.9128428949429008,0.0,1.8968000706589845,6.317609961360495,excellent,15.0,36.06270736887402,1.015183467582225,1e-15
15,1,15,train,0.567178929324379,205.99,5.44878401905762,1.25,1.1631977175726942,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0624849152990787,205.99,6.189363431755839,828.6912209504302,medium,horizon,0.3132853507727943,0.8605687176425864,52.88900416874757,0.6461463101530688,5.529562967517369,very_poor,1.0,18.2576626290482,0.850890763518583,1e-13
15,1,15,train,0.30709377888639444,205.99,5.91940481625299,1.25,1.1631977175726942,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0624849152990787,205.99,6.189363431755839,1165.784498671276,far,random,0.1491302127441709,0.8107037487574301,64.6024988615296,0.3075788142001949,6.060823579892317,good,10.0,56.041815547075046,0.9821825087164304,5e-15
15,1,15,train,0.09918123678946143,205.99,5.965852322421457,1.25,1.1631977175726942,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0624849152990787,205.99,6.189363431755839,1938.9114603050468,very_far,overhead,0.0471521605254989,0.7090511138852641,75.05589246888636,0.0972506198076022,6.145793133560336,moderate,5.0,34.04380860256297,1.0176512421372448,1e-14
16,1,16,train,1.5200735527078189,745.89,17.44853288750585,1.26,1.1507862374748428,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0323145167836065,745.89,17.640722310592036,579.2321543679533,near,horizon,0.6705432262335795,0.8998955326845928,30.320866805137463,1.3627547328054177,17.500800655142758,good,10.0,18.75274036289997,1.122142104991953,5e-15
16,1,16,train,0.6065057656667818,745.89,16.249207846756796,1.26,1.1507862374748428,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0323145167836065,745.89,17.640722310592036,821.6144574156198,medium,random,0.3191077310502021,0.8616550995436486,52.51469462706735,0.6485272742312046,16.16359147130133,good,10.0,23.769131871971048,0.9255488323180021,5e-15
16,1,16,train,0.36378841315357463,745.89,18.019178851541437,1.26,1.1507862374748428,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0323145167836065,745.89,17.640722310592036,1140.616891919504,far,horizon,0.1564754622251739,0.8143026204698394,64.0007564463864,0.3180073534006458,17.888298176194436,moderate,5.0,16.835026209281708,1.1177411888977693,1e-14
16,1,16,train,0.06266259725633874,745.89,18.634163410914287,1.26,1.1507862374748428,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0323145167836065,745.89,17.640722310592036,2226.994614286883,very_far,random,0.0340360342006678,0.6752075288358093,77.02547349165151,0.0691719263997605,17.755629143464457,very_poor,1.0,20.527862521567975,0.9062160298982357,1e-13
17,1,17,train,0.0,2215.56,2.918301168734828,3.89,0.4811265958532414,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,0.0,2215.56,3.105792125669369,583.2023690275216,near,overhead,0.6609721879384048,0.8992526702545842,30.98130152512027,0.0,2.921782674714419,excellent,15.0,0.0,1.0247400901025245,1e-15
17,1,17,train,0.0,2215.56,3.0839971756790816,3.89,0.4811265958532414,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,0.0,2215.56,3.105792125669369,614.9650224704719,medium,overhead,0.5910710876498189,0.8941297343023482,35.60456563734449,0.0,2.9931720556411023,moderate,5.0,0.0,1.075086898873126,1e-14
17,1,17,train,0.0,2215.56,3.234646655740592,3.89,0.4811265958532414,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,0.0,2215.56,3.105792125669369,1414.8948715662066,far,horizon,0.0969203584953886,0.7761101229906071,69.3056164106989,0.0,3.2360007839905247,excellent,15.0,0.0,0.9502877221866237,1e-15
17,1,17,train,0.0,2215.56,3.4960647882329536,3.89,0.4811265958532414,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,0.0,2215.56,3.105792125669369,1817.1388928227157,very_far,horizon,0.0548138828296251,0.7239803953402653,74.02857980340049,0.0,3.250455732062915,very_poor,1.0,0.0,0.8361055232769541,1e-13
18,1,18,train,1.6038965168358745,1522.98,1.5991459602953797,4.64,1.6606974861838075,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.9548534208427,1522.98,1.6355747967493726,503.01142584634295,near,horizon,0.9014552970117746,0.912346660193536,6.272659300249361,1.7622129711002397,1.6322412887294249,moderate,5.0,20.930646762608376,0.9301069571421253,1e-14
18,1,18,train,0.4409987381132175,1522.98,1.648109270312185,4.64,1.6606974861838075,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.9548534208427,1522.98,1.6355747967493726,974.4174280195854,medium,overhead,0.2207936967837716,0.8385650316357341,59.127649533968096,0.4316193134582617,1.6720540192631026,excellent,15.0,33.2584884743862,1.0098666058164745,1e-15
